#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#dataproduct_type, calib_level, obs_collection, obs_id, target_name, s_ra, s_dec, t_min, t_max, t_exptime, wavelength_region, filters, em_min, em_max, target_classification, obs_title, t_obs_release, instrument_name, proposal_pi, proposal_id, proposal_type, project, sequence_number, provenance_name, s_region, jpegURL, dataURL, dataRights, mtFlag, srcDen, intentType, obsid, objID, wave_min, wave_max, wave_region
#@string, int, string, string, string, ra, dec, float, float, float, string, string, float, float, string, string, float, string, string, string, string, string, int, string, string, string, string, string, string, float, string, string, string, float, float, string
dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,em_min,em_max,target_classification,obs_title,t_obs_release,instrument_name,proposal_pi,proposal_id,proposal_type,project,sequence_number,provenance_name,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,intentType,obsid,objID,wave_min,wave_max,wave_region
timeseries,3,TESS,tess2018206190142-s0001-s0065-0000000262713499,262713499,148.989499868097,4.36600400215647,58516.8454186574,60013.6571997338,120,Optical,TESS,600,1000,,,60159,Photometer,"Ricker, George",N/A,,TESS,65,SPOC,CIRCLE 148.98949987 4.366004 0.00138889,,mast:TESS/product/tess2018206190142-s0001-s0065-0000000262713499-00734_dvt.fits,PUBLIC,False,NaN,science,160348552,285631550,600,1000,Optical
image,3,PS1,rings.v3.skycell.1362.099.stk.i,1362.099,158.197476196072,3.79837361770242,55250.4152584,57024.5785160334,1632,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.414507     3.582324  158.414088     4.015271  157.980388     4.014317  157.980922     3.581474,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/099/rings.v3.skycell.1362.099.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/099/rings.v3.skycell.1362.099.stk.i.unconv.fits,PUBLIC,,5885,science,2122202,42097533,677.799987792969,830.400024414063,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000374210112-0205-s,374210112,158.397355363868,2.2698774665101,59254.9214746991,59279.4842453241,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03212,,TESS,35,SPOC,CIRCLE ICRS 158.39735536 2.26987747 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000374210112-0205-s_lc.fits,PUBLIC,False,NaN,science,60668394,106888352,600,1000,Optical
timeseries,3,TESS,tess2018206190142-s0001-s0065-0000000277767839,277767839,154.140933456122,2.40291299179922,58516.8452373843,60013.6573645255,120,Optical,TESS,600,1000,,,60159,Photometer,"Ricker, George",N/A,,TESS,65,SPOC,CIRCLE 154.14093346 2.40291299 0.00138889,,mast:TESS/product/tess2018206190142-s0001-s0065-0000000277767839-00734_dvt.fits,PUBLIC,False,NaN,science,160349810,285633109,600,1000,Optical
timeseries,3,TESS,tess2021039152502-s0035-0000000262718795-0205-s,262718795,149.131328506776,3.74325133081259,59254.4938817477,59279.4840437153,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",N/A,,TESS,35,SPOC,CIRCLE ICRS 149.13132851 3.74325133 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000262718795-0205-s_lc.fits,PUBLIC,False,NaN,science,60668109,106884353,600,1000,Optical
timeseries,3,TESS,tess2023315124025-s0072-0000000842284720-0267-s,842284720,153.302960877166,4.08729851236054,60259.6808193866,60285.0833279282,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06049_G06028,,TESS,72,SPOC,CIRCLE 153.30296088 4.08729851 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000842284720-0267-s_lc.fits,PUBLIC,False,NaN,science,198801549,362260395,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000374223826-0216-s,374223826,158.599266859902,3.33365368365342,59525.0039017361,59550.1244009259,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 158.59926686 3.33365368 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000374223826-0216-s_lc.fits,PUBLIC,False,NaN,science,71247045,137220889,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.045.stk.g,1361.045,155.799836500287,1.79981912240504,55235.4262132,56661.6020333852,715,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   156.016603     1.583063  156.016607     2.016597  155.583013     2.016544  155.583123     1.583021,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/045/rings.v3.skycell.1361.045.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/045/rings.v3.skycell.1361.045.stk.g.unconv.fits,PUBLIC,,5885,science,2121431,42096762,394.299987792969,559.299987792969,OPTICAL
image,3,PS1,rings.v3.skycell.1451.014.stk.i,1451.014,157.954921994533,4.59864022084339,55250.4152584,57024.5785160334,1433,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.173828     4.381772  158.174163     4.815318  157.735842     4.815447  157.735855     4.381890,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/014/rings.v3.skycell.1451.014.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/014/rings.v3.skycell.1451.014.stk.i.unconv.fits,PUBLIC,,5885,science,2166276,42141607,677.799987792969,830.400024414063,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000262718853-0205-s,262718853,149.153276179914,4.00807965026527,59254.4938864931,59279.4840453125,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03212,,TESS,35,SPOC,CIRCLE ICRS 149.15327618 4.00807965 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000262718853-0205-s_lc.fits,PUBLIC,False,NaN,science,60678196,106802284,600,1000,Optical
timeseries,3,TESS,tess2019032160000-s0008-0000000345073100-0136-s,345073100,155.036964029369,3.19882490334818,58516.8507848843,58541.5053919792,120,Optical,TESS,600,1000,,,58584.5,Photometer,"Ricker, George",N/A,,TESS,8,SPOC,CIRCLE 155.03696403 3.1988249 0.00138889,,mast:TESS/product/tess2019032160000-s0008-0000000345073100-0136-s_lc.fits,PUBLIC,False,NaN,science,62464569,117299544,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000277697921-0217-s,277697921,153.350028527901,3.96019001044214,59551.0652756482,59578.2038920602,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04205,,TESS,46,SPOC,CIRCLE 153.35002853 3.96019001 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277697921-0217-s_lc.fits,PUBLIC,False,NaN,science,71493921,142810345,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.081.stk.z,1360.081,153.401680029342,3.39934479019388,55236.4410055,57017.6632615222,526,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   153.618319     3.182452  153.618747     3.615560  153.184984     3.616229  153.184670     3.183041,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/081/rings.v3.skycell.1360.081.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/081/rings.v3.skycell.1360.081.stk.z.unconv.fits,PUBLIC,,5885,science,2121115,42096446,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000277894684-0217-s,277894684,157.451912732245,3.65666153562107,59551.0648774768,59578.2035603935,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 157.45191273 3.65666154 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277894684-0217-s_lc.fits,PUBLIC,False,NaN,science,71494048,142810750,600,1000,Optical
image,3,PS1,rings.v3.skycell.1359.072.stk.r,1359.072,149.001033513224,2.99987794899243,55191.5343171,57007.5719329334,2004,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   149.217736     2.783004  149.218058     3.216313  148.784274     3.216738  148.784066     2.783371,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/072/rings.v3.skycell.1359.072.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/072/rings.v3.skycell.1359.072.stk.r.unconv.fits,PUBLIC,,5885,science,2120568,42095899,538.599975585938,703.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1359.044.stk.z,1359.044,148.200024499713,1.79981912240504,55236.4982292,57017.6618068222,766,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   148.416738     1.583021  148.416848     2.016544  147.983254     2.016597  147.983258     1.583063,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/044/rings.v3.skycell.1359.044.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/044/rings.v3.skycell.1359.044.stk.z.unconv.fits,PUBLIC,,5885,science,2120430,42095761,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2019032160000-s0008-0000000262712921-0136-s,262712921,148.904074619567,5.15277919401254,58516.8676600116,58541.505326088,120,Optical,TESS,600,1000,,,58584.5,Photometer,"Ricker, George",N/A,,TESS,8,SPOC,CIRCLE 148.90407462 5.15277919 0.00138889,,mast:TESS/product/tess2019032160000-s0008-0000000262712921-0136-s_lc.fits,PUBLIC,False,NaN,science,62460049,117290495,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000344926451-0216-s,344926451,151.606589448593,2.83344844219138,59525.0045022106,59550.1250241435,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04103,,TESS,45,SPOC,CIRCLE 151.60658945 2.83344844 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000344926451-0216-s_lc.fits,PUBLIC,False,NaN,science,71245657,137217058,600,1000,Optical
timeseries,3,TESS,tess2026015060000-s1751-0000000344926632-0301-a_fast,344926632,151.600047537948,2.02901518429266,61055.2545840394,61062.4848606134,20,OPTICAL,TESS,600,1000,,,61067,Photometer,"Ricker, George",N/A,,TESS,1751,SPOC,CIRCLE 151.60004754 2.02901518 0.00138889,,mast:TESS/product/tess2026015060000-s1751-0000000344926632-0301-a_fast-lc.fits,PUBLIC,False,NaN,science,378567644,1085468889,600,1000,OPTICAL
image,3,PS1,rings.v3.skycell.1361.095.stk.z,1361.095,155.79959249397,3.80022543383217,55236.4416478,57017.6632615222,692,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   156.016623     3.583693  156.016628     4.016804  155.582504     4.016698  155.582615     3.583598,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/095/rings.v3.skycell.1361.095.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/095/rings.v3.skycell.1361.095.stk.z.unconv.fits,PUBLIC,,5885,science,2121685,42097016,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021310001228-s0045-0000000275254267-0216-s,275254267,148.451197765554,3.22977042461472,59525.4895627315,59550.1253200116,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 148.45119777 3.22977042 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000275254267-0216-s_lc.fits,PUBLIC,False,NaN,science,71242861,137211072,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.098.stk.z,1360.098,150.597838707956,3.79911364408693,55236.4380175,57017.6613228222,474,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   150.814901     3.582928  150.814588     4.015947  150.380719     4.015205  150.381147     3.582266,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/098/rings.v3.skycell.1360.098.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/098/rings.v3.skycell.1360.098.stk.z.unconv.fits,PUBLIC,,5885,science,2121200,42096531,802.799987792969,934.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1449.001.stk.y,1449.001,151.077861955123,4.19722724017101,55195.4634401,56825.2455365222,530,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   151.295997     3.980197  151.297292     4.413408  150.859554     4.414238  150.858605     3.980944,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1449/001/rings.v3.skycell.1449.001.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1449/001/rings.v3.skycell.1449.001.stk.y.unconv.fits,PUBLIC,,5885,science,2165213,42140544,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2021310001228-s0045-0000000842286108-0216-s,842286108,153.883791953855,4.41877092242087,59525.0043461574,59550.1248739583,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04177,,TESS,45,SPOC,CIRCLE 153.88379195 4.41877092 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000842286108-0216-s_lc.fits,PUBLIC,False,NaN,science,71251743,137231498,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.087.stk.y,1360.087,150.998582729001,3.39984180800582,55195.4634401,56825.2519502222,640,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   151.215603     3.183422  151.215396     3.616662  150.781505     3.616184  150.781827     3.183002,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/087/rings.v3.skycell.1360.087.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/087/rings.v3.skycell.1360.087.stk.y.unconv.fits,PUBLIC,,5885,science,2121144,42096475,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1360.097.stk.g,1360.097,150.99833846992,3.79966966398713,55235.4253723,56333.4902874852,740,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   151.215412     3.583358  151.215204     4.016429  150.781208     4.015898  150.781530     3.582885,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/097/rings.v3.skycell.1360.097.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/097/rings.v3.skycell.1360.097.stk.g.unconv.fits,PUBLIC,,5885,science,2121191,42096522,394.299987792969,559.299987792969,OPTICAL
image,3,TESS,tess-s0072-3-3,TESS FFI,149.380848336609,5.27164404088239,60259.6760985764,60285.0836970486,158.399928,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",N/A,,TESS,72,SPOC,POLYGON 152.782015 -2.131238 141.831147 1.334498 145.760937 12.923547 157.15173 8.848248 152.782015 -2.131238,,,PUBLIC,False,NaN,science,199180863,363413366,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000277713416-0216-s,277713416,153.595050131461,3.54272583058863,59525.0043452199,59550.1248682755,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 153.59505013 3.54272583 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000277713416-0216-s_lc.fits,PUBLIC,False,NaN,science,71242934,137211392,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000842261213-0217-s,842261213,157.093068788952,3.73794509969205,59551.0649134838,59578.2035910301,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04137_G04200,,TESS,46,SPOC,CIRCLE 157.09306879 3.7379451 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000842261213-0217-s_lc.fits,PUBLIC,False,NaN,science,71503542,142841528,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.067.stk.z,1360.067,150.999071743038,2.59981608798618,55236.4410055,57017.6627765222,602,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   151.215986     2.383243  151.215779     2.816695  150.782100     2.816323  150.782422     2.382929,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/067/rings.v3.skycell.1360.067.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/067/rings.v3.skycell.1360.067.stk.z.unconv.fits,PUBLIC,,5885,science,2121045,42096376,802.799987792969,934.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1360.064.stk.z,1360.064,152.200121751464,2.60019610158057,55236.4410055,57017.6627765222,526,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.416941     2.383403  152.417051     2.816883  151.983245     2.816958  151.983250     2.383466,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/064/rings.v3.skycell.1360.064.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/064/rings.v3.skycell.1360.064.stk.z.unconv.fits,PUBLIC,,5885,science,2121030,42096361,802.799987792969,934.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1360.045.stk.g,1360.045,151.799836500287,1.79981912240504,55235.4253723,56661.6047172852,715,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.016603     1.583063  152.016607     2.016597  151.583013     2.016544  151.583123     1.583021,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/045/rings.v3.skycell.1360.045.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/045/rings.v3.skycell.1360.045.stk.g.unconv.fits,PUBLIC,,5885,science,2120931,42096262,394.299987792969,559.299987792969,OPTICAL
image,3,PS1,rings.v3.skycell.1450.014.stk.i,1450.014,153.909984744609,4.59864022076696,55250.4125239,57024.5731642334,1073,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   154.128891     4.381772  154.129225     4.815318  153.690905     4.815447  153.690918     4.381890,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/014/rings.v3.skycell.1450.014.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/014/rings.v3.skycell.1450.014.stk.i.unconv.fits,PUBLIC,,5885,science,2165776,42141107,677.799987792969,830.400024414063,OPTICAL
timeseries,3,TESS,tess2025042113628-s0089-0000000275308213-0286-a_fast,275308213,149.710483228756,1.79004622996703,60717.6427151736,60746.0725421181,20,Optical,TESS,600,1000,,,60761,Photometer,"Ricker, George",N/A,,TESS,89,SPOC,CIRCLE 149.71048323 1.79004623 0.00138889,,mast:TESS/product/tess2025042113628-s0089-0000000275308213-0286-a_fast-lc.fits,PUBLIC,False,NaN,science,252314715,747923164,600,1000,Optical
image,3,PS1,rings.v3.skycell.1449.026.stk.y,1449.026,149.055175262213,4.99869115027589,55195.4634401,56752.2318291222,560,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   149.274542     4.782019  149.274233     5.215694  148.835635     5.215273  148.836291     4.781633,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1449/026/rings.v3.skycell.1449.026.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1449/026/rings.v3.skycell.1449.026.stk.y.unconv.fits,PUBLIC,,5885,science,2165338,42140669,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1362.076.stk.r,1362.076,159.399229492025,3.00016995947624,55247.3777772,56682.532158663,872,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   159.616186     2.783569  159.616085     3.216966  159.182215     3.216711  159.182432     2.783348,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/076/rings.v3.skycell.1362.076.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/076/rings.v3.skycell.1362.076.stk.r.unconv.fits,PUBLIC,,5885,science,2122088,42097419,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000277698138-0217-s,277698138,153.402190036035,5.08191439098804,59551.065311875,59578.2039272222,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 153.40219004 5.08191439 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277698138-0217-s_lc.fits,PUBLIC,False,NaN,science,71493919,142810340,600,1000,Optical
timeseries,3,TESS,tess2018235142541-s0002-s0072-0000000277712294,277712294,153.461797485731,1.99117540482117,58516.8452471181,60285.0832359838,120,Optical,TESS,600,1000,,,60339,Photometer,"Ricker, George",G06057,,TESS,72,SPOC,CIRCLE 153.46179749 1.9911754 0.00138889,,mast:TESS/product/tess2018235142541-s0002-s0072-0000000277712294-00829_dvt.fits,PUBLIC,False,NaN,science,208736309,383501811,600,1000,Optical
timeseries,3,TESS,tess2019032160000-s0008-0000000344844330-0136-s,344844330,150.423237957336,4.25675581991131,58516.8676058449,58541.5053459838,120,Optical,TESS,600,1000,,,58584.5,Photometer,"Ricker, George",N/A,,TESS,8,SPOC,CIRCLE 150.42323796 4.25675582 0.00138889,,mast:TESS/product/tess2019032160000-s0008-0000000344844330-0136-s_lc.fits,PUBLIC,False,NaN,science,62464485,117299379,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000275308895-0216-s,275308895,149.703220310553,4.80853688646448,59525.4894954745,59550.125263588,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",N/A,,TESS,45,SPOC,CIRCLE 149.70322031 4.80853689 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000275308895-0216-s_lc.fits,PUBLIC,False,NaN,science,71242882,137211154,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000374239576-0217-s,374239576,158.945122746652,2.26605811047368,59551.0646884375,59578.2033930787,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04139,,TESS,46,SPOC,CIRCLE 158.94512275 2.26605811 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374239576-0217-s_lc.fits,PUBLIC,False,NaN,science,71498111,144518739,600,1000,Optical
image,3,PS1,rings.v3.skycell.1449.024.stk.i,1449.024,149.86518049582,4.99893990925374,55264.3017451,57024.5716450334,1729,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   150.084247     4.782000  150.084582     5.215673  149.645940     5.215813  149.645953     4.782128,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1449/024/rings.v3.skycell.1449.024.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1449/024/rings.v3.skycell.1449.024.stk.i.unconv.fits,PUBLIC,,5885,science,2165326,42140657,677.799987792969,830.400024414063,OPTICAL
image,3,PS1,rings.v3.skycell.1450.006.stk.y,1450.006,153.101017769242,4.19826827784232,55547.5764607,57047.6715365222,610,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   153.320063     3.981718  153.319755     4.415096  152.881799     4.414740  152.882454     3.981397,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/006/rings.v3.skycell.1450.006.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/006/rings.v3.skycell.1450.006.stk.y.unconv.fits,PUBLIC,,5885,science,2165738,42141069,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1450.011.stk.z,1450.011,155.123850712343,4.59727042124493,55236.4416478,57017.6632615222,556,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   155.342145     4.380114  155.343442     4.813495  154.905383     4.814401  154.904433     4.380938,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/011/rings.v3.skycell.1450.011.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/011/rings.v3.skycell.1450.011.stk.z.unconv.fits,PUBLIC,,5885,science,2165764,42141095,802.799987792969,934.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1451.001.stk.z,1451.001,159.167751205192,4.19722724010116,55236.4446749,56641.6409215445,916,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   159.385886     3.980197  159.387181     4.413408  158.949443     4.414238  158.948495     3.980944,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/001/rings.v3.skycell.1451.001.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/001/rings.v3.skycell.1451.001.stk.z.unconv.fits,PUBLIC,,5885,science,2166214,42141545,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021310001228-s0045-0000000374270150-0216-s,374270150,159.315957186445,3.8521388272354,59525.0038564236,59550.1243543056,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 159.31595719 3.85213883 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000374270150-0216-s_lc.fits,PUBLIC,False,NaN,science,71247082,137220964,600,1000,Optical
timeseries,3,TESS,tess2021039152502-s0035-0000000277747759-0205-s,277747759,153.954188123898,3.2252179125171,59254.9215891898,59279.4841683796,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03272,,TESS,35,SPOC,CIRCLE ICRS 153.95418812 3.22521791 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000277747759-0205-s_lc.fits,PUBLIC,False,NaN,science,60682580,106829321,600,1000,Optical
timeseries,3,TESS,tess2019032160000-s0008-0000000344908963-0136-s,344908963,151.358206713885,1.98483866786227,58516.8675279514,58541.5053383681,120,Optical,TESS,600,1000,,,58584.5,Photometer,"Ricker, George",N/A,,TESS,8,SPOC,CIRCLE 151.35820671 1.98483867 0.00138889,,mast:TESS/product/tess2019032160000-s0008-0000000344908963-0136-s_lc.fits,PUBLIC,False,NaN,science,62464511,117299431,600,1000,Optical
