#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#dataproduct_type, calib_level, obs_collection, obs_id, target_name, s_ra, s_dec, t_min, t_max, t_exptime, wavelength_region, filters, em_min, em_max, target_classification, obs_title, t_obs_release, instrument_name, proposal_pi, proposal_id, proposal_type, project, sequence_number, provenance_name, s_region, jpegURL, dataURL, dataRights, mtFlag, srcDen, intentType, obsid, objID, wave_min, wave_max, wave_region
#@string, int, string, string, string, ra, dec, float, float, float, string, string, float, float, string, string, float, string, string, string, string, string, int, string, string, string, string, string, string, float, string, string, string, float, float, string
dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,em_min,em_max,target_classification,obs_title,t_obs_release,instrument_name,proposal_pi,proposal_id,proposal_type,project,sequence_number,provenance_name,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,intentType,obsid,objID,wave_min,wave_max,wave_region
image,3,PS1,rings.v3.skycell.1362.058.stk.g,1362.058,158.599206247136,2.19937421417997,55235.4278908,56661.6013525852,774,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.816057     1.982841  158.815744     2.416282  158.382298     2.415836  158.382726     1.982475,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/058/rings.v3.skycell.1362.058.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/058/rings.v3.skycell.1362.058.stk.g.unconv.fits,PUBLIC,,5885,science,2121996,42097327,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000344955926-0205-s,344955926,152.171845547732,3.29132305788973,59254.4938341319,59279.4841265394,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03252,,TESS,35,SPOC,CIRCLE ICRS 152.17184555 3.29132306 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000344955926-0205-s_lc.fits,PUBLIC,False,NaN,science,60674949,106780387,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000275294397-0216-s,275294397,149.596079974048,2.21999568477522,59525.4894280093,59550.1251792824,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 149.59607997 2.21999568 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000275294397-0216-s_lc.fits,PUBLIC,False,NaN,science,71242877,137211137,600,1000,Optical
image,3,PS1,rings.v3.skycell.1450.029.stk.z,1450.029,151.885675786778,4.99645581914945,55236.4404218,57017.6642315222,436,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.105327     4.780267  152.104055     5.213781  151.665850     5.212519  151.667471     4.779111,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/029/rings.v3.skycell.1450.029.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/029/rings.v3.skycell.1450.029.stk.z.unconv.fits,PUBLIC,,5885,science,2165854,42141185,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021310001228-s0045-0000000277894811-0216-s,277894811,157.475756666568,3.03527515665166,59525.0039894097,59550.1244931944,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",N/A,,TESS,45,SPOC,CIRCLE 157.47575667 3.03527516 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000277894811-0216-s_lc.fits,PUBLIC,False,NaN,science,71243055,137211776,600,1000,Optical
timeseries,3,TESS,tess2021039152502-s0035-0000000344910094-0205-a_fast,344910094,151.46637515205,3.38911019983411,59254.4938464583,59279.4845716435,20,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03255,,TESS,35,SPOC,CIRCLE ICRS 151.46637515 3.38911020 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000344910094-0205-a_fast-lc.fits,PUBLIC,False,NaN,science,60669307,106799000,600,1000,Optical
timeseries,3,TESS,tess2023043185947-s0062-0000000275250249-0254-s,275250249,148.109099410663,4.42206699286736,59987.9449899537,60013.6571667824,120,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",N/A,,TESS,62,SPOC,CIRCLE 148.10909941 4.42206699 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000275250249-0254-s_lc.fits,PUBLIC,False,NaN,science,124158653,823008488,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000344953030-0216-s,344953030,151.885277550886,2.02473001687125,59525.0044533449,59550.1249688773,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 151.88527755 2.02473002 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000344953030-0216-s_lc.fits,PUBLIC,False,NaN,science,71245681,137217107,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.070.stk.r,1360.070,153.801506023781,2.9988544124623,55247.3721443,56682.528421863,660,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   154.017955     2.781908  154.018488     3.215046  153.585000     3.215810  153.584581     2.782568,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/070/rings.v3.skycell.1360.070.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/070/rings.v3.skycell.1360.070.stk.r.unconv.fits,PUBLIC,,5885,science,2121058,42096389,538.599975585938,703.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1360.048.stk.i,1360.048,150.59954800195,1.79929310358235,55251.3471461,57024.5745207334,977,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   150.816346     1.582726  150.816033     2.016167  150.382693     2.015795  150.383120     1.582433,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/048/rings.v3.skycell.1360.048.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/048/rings.v3.skycell.1360.048.stk.i.unconv.fits,PUBLIC,,5885,science,2120947,42096278,677.799987792969,830.400024414063,OPTICAL
image,3,PS1,rings.v3.skycell.1360.089.stk.r,1360.089,150.197915962331,3.39868201656877,55191.5343171,57007.5719329334,1999,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   150.414894     3.182504  150.414475     3.615619  149.980881     3.614760  149.981414     3.181748,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/089/rings.v3.skycell.1360.089.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/089/rings.v3.skycell.1360.089.stk.r.unconv.fits,PUBLIC,,5885,science,2121153,42096484,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000345073031-0205-s,345073031,155.099336220736,3.49258657808323,59254.9215730671,59279.4841938657,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03251,,TESS,35,SPOC,CIRCLE 155.09933622 3.49258658 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000345073031-0205-s_lc.fits,PUBLIC,False,NaN,science,60671556,106908172,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000344955926-0216-s,344955926,152.171845547732,3.29132305788973,59525.004464919,59550.124989294,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04123,,TESS,45,SPOC,CIRCLE 152.17184555 3.29132306 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000344955926-0216-s_lc.fits,PUBLIC,False,NaN,science,71245694,137217133,600,1000,Optical
image,3,PS1,rings.v3.skycell.1451.017.stk.r,1451.017,156.740874526867,4.59795419599209,55247.3783454,56681.585436063,992,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   156.960197     4.381472  156.959568     4.814988  156.521378     4.814340  156.522355     4.380883,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/017/rings.v3.skycell.1451.017.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/017/rings.v3.skycell.1451.017.stk.r.unconv.fits,PUBLIC,,5885,science,2166292,42141623,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000374311693-0217-s,374311693,159.969844014926,3.86781085374938,59551.0646541782,59578.2033708796,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04039,,TESS,46,SPOC,CIRCLE 159.96984401 3.86781085 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374311693-0217-s_lc.fits,PUBLIC,False,NaN,science,71498158,142823643,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000262688240-0216-s,262688240,148.796930078289,3.57590218038584,59525.4895412847,59550.1253012731,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 148.79693008 3.57590218 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000262688240-0216-s_lc.fits,PUBLIC,False,NaN,science,71242641,137210227,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.068.stk.z,1360.068,150.598864740175,2.59943582439632,55236.4410055,57017.6613228222,662,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   150.815768     2.382958  150.815456     2.816357  150.381904     2.815837  150.382331     2.382517,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/068/rings.v3.skycell.1360.068.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/068/rings.v3.skycell.1360.068.stk.z.unconv.fits,PUBLIC,,5885,science,2121050,42096381,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000277736010-0205-s,277736010,153.905653368858,2.33907522651106,59254.9215719676,59279.484162662,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03251,,TESS,35,SPOC,CIRCLE ICRS 153.90565337 2.33907523 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000277736010-0205-s_lc.fits,PUBLIC,False,NaN,science,60680693,106820881,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000344953674-0217-a_fast,344953674,151.859808542395,5.06064964306191,59551.0654514352,59578.204501713,20,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04139,,TESS,46,SPOC,CIRCLE 151.85980854 5.06064964 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000344953674-0217-a_fast-lc.fits,PUBLIC,False,NaN,science,71496407,142818009,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.066.stk.z,1361.066,155.399375995832,2.60006959703531,55236.504002,57017.6632615222,706,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   155.616280     2.383413  155.616178     2.816895  155.182415     2.816672  155.182631     2.383224,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/066/rings.v3.skycell.1361.066.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/066/rings.v3.skycell.1361.066.stk.z.unconv.fits,PUBLIC,,5885,science,2121540,42096871,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000374271124-0205-s,374271124,159.390616108623,1.80967252961573,59254.9214390278,59279.4842560301,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",N/A,,TESS,35,SPOC,CIRCLE ICRS 159.39061611 1.80967253 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000374271124-0205-s_lc.fits,PUBLIC,False,NaN,science,60674798,106779204,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.042.stk.r,1361.042,157.000301498628,1.79955611299148,55247.393661,56682.529691163,872,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   157.216846     1.582706  157.217167     2.016143  156.783700     2.016409  156.783493     1.582915,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/042/rings.v3.skycell.1361.042.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/042/rings.v3.skycell.1361.042.stk.r.unconv.fits,PUBLIC,,5885,science,2121418,42096749,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000277876750-0217-s,277876750,156.956867330409,2.86032199226147,59551.0648935995,59578.2035698727,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04139_G04214_G04191,,TESS,46,SPOC,CIRCLE 156.95686733 2.86032199 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277876750-0217-s_lc.fits,PUBLIC,False,NaN,science,71494030,142810692,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.097.stk.g,1361.097,154.99833846992,3.79966966398713,55235.4270525,56661.6020333852,706,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   155.215412     3.583358  155.215204     4.016429  154.781208     4.015898  154.781530     3.582885,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/097/rings.v3.skycell.1361.097.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/097/rings.v3.skycell.1361.097.stk.g.unconv.fits,PUBLIC,,5885,science,2121691,42097022,394.299987792969,559.299987792969,OPTICAL
image,3,PS1,rings.v3.skycell.1360.062.stk.i,1360.062,153.000789256962,2.59981608798618,55251.3488575,57024.5738624334,1099,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   153.217439     2.382929  153.217761     2.816323  152.784082     2.816695  152.783875     2.383243,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/062/rings.v3.skycell.1360.062.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/062/rings.v3.skycell.1360.062.stk.i.unconv.fits,PUBLIC,,5885,science,2121017,42096348,677.799987792969,830.400024414063,OPTICAL
timeseries,3,TESS,tess2023043185947-s0062-0000000842054056-0254-s,842054056,151.448846335531,3.14118841124166,59987.9449484954,60013.6572841088,120,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",G05084_G05115,,TESS,62,SPOC,CIRCLE 151.44884634 3.14118841 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000842054056-0254-s_lc.fits,PUBLIC,False,NaN,science,124173393,823051434,600,1000,Optical
timeseries,3,TESS,tess2021039152502-s0035-0000000275358524-0205-s,275358524,149.929510709397,3.38478773129409,59254.4938661574,59279.4840659954,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03251,,TESS,35,SPOC,CIRCLE ICRS 149.92951071 3.38478773 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000275358524-0205-s_lc.fits,PUBLIC,False,NaN,science,60678264,106803872,600,1000,Optical
timeseries,3,TESS,tess2019032160000-s0008-0000000344955805-0136-s,344955805,152.185849962343,2.73244066809046,58516.8675248032,58541.5053576968,120,Optical,TESS,600,1000,,,58584.5,Photometer,"Ricker, George",G011180,,TESS,8,SPOC,CIRCLE 152.18584996 2.73244067 0.00138889,,mast:TESS/product/tess2019032160000-s0008-0000000344955805-0136-s_lc.fits,PUBLIC,False,NaN,science,62464546,117299490,600,1000,Optical
image,3,PS1,rings.v3.skycell.1450.025.stk.y,1450.025,153.505120254263,4.99893990933681,55194.518762,57047.6715365222,900,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   153.724348     4.782128  153.724361     5.215813  153.285718     5.215673  153.286054     4.782000,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/025/rings.v3.skycell.1450.025.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/025/rings.v3.skycell.1450.025.stk.y.unconv.fits,PUBLIC,,5885,science,2165833,42141164,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2021310001228-s0045-0000000277777679-0216-s,277777679,155.651893716948,2.12137050554725,59525.0041211227,59550.1246270023,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 155.65189372 2.12137051 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000277777679-0216-s_lc.fits,PUBLIC,False,NaN,science,71242972,137211532,600,1000,Optical
timeseries,3,TESS,tess2023315124025-s0072-0000000842165686-0267-s,842165686,148.874415110489,2.98707496059717,60259.6811889352,60285.0836812269,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06049_G06028,,TESS,72,SPOC,CIRCLE 148.87441511 2.98707496 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000842165686-0267-s_lc.fits,PUBLIC,False,NaN,science,198801463,362260212,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.081.stk.r,1361.081,157.401680029342,3.39934479019388,55247.3777772,56682.529092163,904,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   157.618319     3.182452  157.618747     3.615560  157.184984     3.616229  157.184670     3.183041,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/081/rings.v3.skycell.1361.081.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/081/rings.v3.skycell.1361.081.stk.r.unconv.fits,PUBLIC,,5885,science,2121613,42096944,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000374239576-0217-a_fast,374239576,158.945122746652,2.26605811047368,59551.0646884375,59578.2038560764,20,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04139,,TESS,46,SPOC,CIRCLE 158.94512275 2.26605811 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374239576-0217-a_fast-lc.fits,PUBLIC,False,NaN,science,71498116,144518761,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.054.stk.z,1360.054,152.200072750477,2.20001748718627,55236.4410055,57017.6627765222,496,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.416839     1.983211  152.416949     2.416734  151.983249     2.416798  151.983254     1.983264,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/054/rings.v3.skycell.1360.054.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/054/rings.v3.skycell.1360.054.stk.z.unconv.fits,PUBLIC,,5885,science,2120980,42096311,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000262712269-0217-s,262712269,148.894143338715,2.21352379769455,59551.0656163773,59578.2041474537,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04091,,TESS,46,SPOC,CIRCLE 148.89414334 2.2135238 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000262712269-0217-s_lc.fits,PUBLIC,False,NaN,science,71493644,142809459,600,1000,Optical
image,3,PS1,rings.v3.skycell.1362.069.stk.g,1362.069,158.198794987529,2.59892905627401,55235.4278908,56661.6013525852,706,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.415667     2.382556  158.415248     2.815882  157.981866     2.815214  157.982399     2.381990,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/069/rings.v3.skycell.1362.069.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/069/rings.v3.skycell.1362.069.stk.g.unconv.fits,PUBLIC,,5885,science,2122051,42097382,394.299987792969,559.299987792969,OPTICAL
image,3,PS1,rings.v3.skycell.1451.023.stk.y,1451.023,158.360062737787,4.99869165027949,55194.5165064,57047.6730049222,670,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.578947     4.781634  158.579603     5.215273  158.141005     5.215694  158.140696     4.782020,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/023/rings.v3.skycell.1451.023.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/023/rings.v3.skycell.1451.023.stk.y.unconv.fits,PUBLIC,,5885,science,2166323,42141654,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1360.043.stk.z,1360.043,152.60019199923,1.79973136928589,55236.4410055,57017.6627765222,526,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.816832     1.582902  152.817047     2.016392  152.383495     2.016552  152.383394     1.583028,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/043/rings.v3.skycell.1360.043.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/043/rings.v3.skycell.1360.043.stk.z.unconv.fits,PUBLIC,,5885,science,2120925,42096256,802.799987792969,934.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1360.086.stk.y,1360.086,151.399082737361,3.40017306977245,55547.5764607,56825.2519502222,700,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   151.616092     3.183648  151.615991     3.616919  151.182016     3.616632  151.182232     3.183396,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/086/rings.v3.skycell.1360.086.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/086/rings.v3.skycell.1360.086.stk.y.unconv.fits,PUBLIC,,5885,science,2121139,42096470,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1451.013.stk.i,1451.013,158.359617733834,4.5984117125849,55250.4152584,57024.5785160334,1433,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.578342     4.381437  158.578997     4.814949  158.140720     4.815337  158.140412     4.381790,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/013/rings.v3.skycell.1451.013.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/013/rings.v3.skycell.1451.013.stk.i.unconv.fits,PUBLIC,,5885,science,2166271,42141602,677.799987792969,830.400024414063,OPTICAL
